Year,Month,Month Code,District Code,District,TANF Cases with Earned Income,TANF Average Gross Earned Income,TANF Average Net Earned Income,SNA MOE Cases with Earned Income,SNA MOE Average Gross Earned Income,SNA MOE Average Net Earned Income,SNA Non-MOE Cases with Earned Income,SNA Non-MOE Average Gross Earned Income,SNA Non-MOE Average Net Earned Income
2018,September,9,7,Chemung,5,1014,443,2,689,426,4,92,26
2018,September,9,8,Chenango,4,991,441,1,240,72,7,529,228
2018,September,9,9,Clinton,7,1016,444,2,483,195,4,560,470
2018,September,9,10,Columbia,7,1246,596,7,1194,725,6,1216,1004
2018,September,9,11,Cortland,10,931,404,4,1371,604,8,521,249
2018,September,9,12,Delaware,3,980,427,0,0,0,3,189,60
2018,September,9,13,Dutchess,25,1082,510,10,1132,500,15,1172,659
2018,September,9,14,Erie,373,987,424,391,1080,474,341,1392,636
2018,September,9,15,Essex,0,0,0,0,0,0,1,93,3
2018,September,9,16,Franklin,9,733,311,4,875,378,7,388,166
2018,September,9,17,Fulton,1,325,113,0,0,0,3,211,115
2018,September,9,18,Genesee,5,1292,577,5,939,408,1,423,333
2018,September,9,19,Greene,6,833,366,7,949,412,3,1325,890
2018,September,9,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,September,9,21,Herkimer,6,496,194,3,930,403,1,30,0
2018,September,9,22,Jefferson,29,787,334,4,763,323,24,657,280
2018,September,9,23,Lewis,0,0,0,0,0,0,0,0,0
2018,September,9,24,Livingston,16,783,333,6,673,313,11,730,383
2018,September,9,25,Madison,5,489,202,3,913,395,2,147,85
2018,September,9,26,Monroe,339,895,386,406,1038,457,151,737,351
2018,September,9,27,Montgomery,30,792,337,14,846,371,4,580,274
2018,September,9,28,Nassau,207,1116,509,149,1219,559,110,1264,820
2018,September,9,66,New York City,8032,1271,634,7088,1208,556,8453,1667,1171
2018,September,9,29,Niagara,55,828,363,54,867,373,27,915,440
2018,September,9,30,Oneida,89,920,399,139,1124,495,94,1278,574
2018,September,9,31,Onondaga,225,949,410,153,1049,460,140,1272,570
2018,September,9,32,Ontario,23,968,420,9,752,316,15,744,502
2018,September,9,33,Orange,95,1041,460,69,1161,514,25,877,396
2018,September,9,34,Orleans,14,909,393,9,1035,454,5,1095,520
2018,September,9,35,Oswego,47,800,341,16,843,361,22,570,278
2018,September,9,36,Otsego,3,911,394,2,1204,535,4,661,575
2018,September,9,37,Putnam,1,1300,581,0,0,0,0,0,0
2018,September,9,38,Rensselaer,96,874,377,57,991,434,22,1062,475
2018,September,9,39,Rockland,76,1058,461,16,1070,447,39,1225,546
2018,September,9,41,Saratoga,3,1484,854,0,0,0,3,928,838
2018,September,9,42,Schenectady,50,973,428,44,962,419,22,1156,596
2018,September,9,43,Schoharie,1,828,354,0,0,0,0,0,0
2018,September,9,44,Schuyler,7,816,349,1,1407,632,1,347,257
2018,September,9,45,Seneca,7,598,247,1,1306,584,3,1015,692
2018,September,9,46,Steuben,10,542,221,6,900,391,13,424,199
2018,September,9,40,St. Lawrence,22,796,341,19,897,392,19,696,312
2018,September,9,47,Suffolk,251,1203,566,202,1274,579,146,1184,727
2018,September,9,48,Sullivan,20,754,319,5,1115,492,9,711,389
2018,September,9,49,Tioga,1,238,71,0,0,0,1,361,271
2018,September,9,50,Tompkins,11,839,341,6,809,345,12,691,451
2018,September,9,51,Ulster,32,950,430,15,930,403,27,821,508
2018,September,9,52,Warren,6,1050,472,2,1225,545,2,367,222
2018,September,9,53,Washington,3,1457,659,3,1363,611,1,321,231
2018,September,9,54,Wayne,13,836,358,2,477,186,4,690,444
2018,September,9,55,Westchester,269,1049,472,155,1160,515,49,1110,698
2018,September,9,56,Wyoming,4,676,281,1,1808,825,5,364,163
2018,September,9,57,Yates,1,312,107,0,0,0,0,0,0
2018,August,8,1,Albany,69,936,403,31,1028,450,52,1202,592
2018,August,8,2,Allegany,10,732,308,5,590,249,4,558,240
2018,August,8,3,Broome,52,837,360,45,1078,475,20,834,412
2018,August,8,4,Cattaraugus,25,664,301,4,974,424,10,988,431
2018,August,8,5,Cayuga,16,669,278,7,612,253,3,713,339
2018,August,8,6,Chautauqua,46,738,311,34,852,366,16,615,285
2018,August,8,7,Chemung,7,802,342,3,847,456,5,36,0
2018,August,8,8,Chenango,3,1119,506,1,240,72,5,175,66
2018,August,8,9,Clinton,7,957,416,2,438,173,6,607,444
2018,August,8,10,Columbia,8,1032,458,8,1040,480,7,1106,895
2018,August,8,11,Cortland,11,803,342,5,1212,538,6,709,347
2018,August,8,12,Delaware,5,861,370,0,0,0,4,174,54
2018,August,8,13,Dutchess,21,1111,524,8,1074,471,15,1025,584
2018,August,8,14,Erie,385,980,421,390,1057,463,348,1394,636
2018,August,8,15,Essex,1,1782,1026,0,0,0,1,93,3
2018,August,8,16,Franklin,10,815,350,4,875,378,8,456,199
2018,August,8,17,Fulton,0,0,0,0,0,0,3,224,128
2018,August,8,18,Genesee,7,1206,561,5,808,345,3,411,321
2018,August,8,19,Greene,5,935,418,8,838,359,3,1337,902
2018,August,8,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,August,8,21,Herkimer,6,470,181,2,904,390,1,30,0
2018,August,8,22,Jefferson,26,802,342,3,745,314,24,648,283
2018,August,8,23,Lewis,0,0,0,0,0,0,0,0,0
2018,August,8,24,Livingston,17,733,309,4,688,332,11,575,298
2018,August,8,25,Madison,6,710,298,2,971,423,3,482,411
2018,August,8,26,Monroe,335,891,385,411,1023,448,165,718,341
2018,August,8,27,Montgomery,27,803,342,16,804,361,2,805,440
2018,August,8,28,Nassau,219,1095,501,155,1209,559,105,1270,781
2018,August,8,66,New York City,8018,1262,626,7089,1204,553,8280,1665,1173
2018,August,8,29,Niagara,56,875,378,60,871,375,26,849,436
2018,August,8,30,Oneida,88,949,413,140,1118,492,93,1273,565
2018,August,8,31,Onondaga,249,907,391,150,995,437,135,1275,579
2018,August,8,32,Ontario,32,927,413,8,749,311,16,961,627
2018,August,8,33,Orange,106,1025,451,68,1199,533,23,907,431
2018,August,8,34,Orleans,14,971,423,8,973,424,5,1279,599
2018,August,8,35,Oswego,48,761,323,19,860,371,24,618,294
2018,August,8,36,Otsego,5,861,370,2,1119,494,5,565,478
2018,August,8,37,Putnam,1,1300,581,0,0,0,0,0,0
2018,August,8,38,Rensselaer,105,860,370,63,957,416,19,1231,557
2018,August,8,39,Rockland,79,990,427,16,1081,453,39,1197,549
2018,August,8,41,Saratoga,3,1484,854,0,0,0,4,677,609
2018,August,8,42,Schenectady,49,994,432,40,962,419,21,1145,539
2018,August,8,43,Schoharie,2,782,332,0,0,0,1,875,785
2018,August,8,44,Schuyler,6,992,433,1,1407,632,1,347,257
2018,August,8,45,Seneca,6,452,178,1,1306,584,3,527,437
2018,August,8,46,Steuben,17,593,246,6,1331,596,13,364,178
2018,August,8,40,St. Lawrence,24,786,335,21,856,372,20,727,321
2018,August,8,47,Suffolk,241,1218,573,216,1326,611,156,1280,783
2018,August,8,48,Sullivan,16,777,330,6,1042,459,8,700,355
2018,August,8,49,Tioga,1,238,71,0,0,0,1,361,271
2018,August,8,50,Tompkins,14,800,326,5,786,334,8,709,445
2018,August,8,51,Ulster,36,955,423,16,928,402,31,784,413
2018,August,8,52,Warren,8,782,332,0,0,0,2,367,222
2018,August,8,53,Washington,5,1299,582,3,1394,626,3,855,795
2018,August,8,54,Wayne,14,780,331,2,520,206,3,783,334
2018,August,8,55,Westchester,276,1073,483,156,1163,519,46,1064,695
2018,August,8,56,Wyoming,4,661,274,1,1222,544,3,586,284
2018,August,8,57,Yates,1,624,256,0,0,0,0,0,0
2018,July,7,1,Albany,72,963,419,23,1069,470,53,1335,698
2018,July,7,2,Allegany,10,800,341,3,373,150,6,815,522
2018,July,7,3,Broome,51,873,377,44,1015,445,22,958,457
2018,July,7,4,Cattaraugus,17,684,322,4,974,424,9,980,423
2018,July,7,5,Cayuga,15,807,346,11,788,337,3,624,267
2018,July,7,6,Chautauqua,46,731,325,30,842,361,21,704,319
2018,July,7,7,Chemung,8,817,349,1,1233,549,7,298,118
2018,July,7,8,Chenango,3,1066,480,2,219,121,7,227,116
2018,July,7,9,Clinton,8,970,430,2,438,173,5,455,270
2018,July,7,10,Columbia,6,1002,445,11,1067,487,5,1157,728
2018,July,7,11,Cortland,13,764,323,4,1199,522,9,455,263
2018,July,7,12,Delaware,6,902,390,0,0,0,6,241,103
2018,July,7,13,Dutchess,22,1175,587,8,909,392,11,917,504
2018,July,7,14,Erie,420,960,413,394,1064,466,366,1385,631
2018,July,7,15,Essex,3,1037,525,0,0,0,1,93,3
2018,July,7,16,Franklin,12,785,335,3,1000,439,8,447,214
2018,July,7,17,Fulton,0,0,0,0,0,0,3,198,111
2018,July,7,18,Genesee,7,1060,466,5,808,345,4,449,298
2018,July,7,19,Greene,8,863,393,10,867,373,7,856,740
2018,July,7,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,July,7,21,Herkimer,3,263,80,2,904,390,1,30,0
2018,July,7,22,Jefferson,30,913,395,5,940,408,21,635,280
2018,July,7,23,Lewis,0,0,0,0,0,0,0,0,0
2018,July,7,24,Livingston,22,858,369,4,772,375,11,610,326
2018,July,7,25,Madison,6,601,245,2,778,330,3,481,411
2018,July,7,26,Monroe,344,881,381,450,1011,442,172,764,366
2018,July,7,27,Montgomery,28,721,303,20,804,357,6,488,290
2018,July,7,28,Nassau,221,1057,479,160,1188,545,107,1232,756
2018,July,7,66,New York City,8001,1254,622,7044,1204,553,8289,1645,1150
2018,July,7,29,Niagara,60,867,367,58,858,368,23,878,456
2018,July,7,30,Oneida,96,938,405,141,1128,495,96,1230,543
2018,July,7,31,Onondaga,247,896,385,151,1031,454,151,1221,552
2018,July,7,32,Ontario,32,922,405,8,712,293,13,1010,734
2018,July,7,33,Orange,101,1060,468,66,1145,506,23,1113,542
2018,July,7,34,Orleans,12,973,424,8,1107,488,6,1151,533
2018,July,7,35,Oswego,50,764,324,20,771,327,22,695,317
2018,July,7,36,Otsego,3,953,414,1,1273,568,6,563,475
2018,July,7,37,Putnam,1,1300,581,0,0,0,1,1408,1318
2018,July,7,38,Rensselaer,100,827,354,67,931,404,23,1180,520
2018,July,7,39,Rockland,79,942,405,17,1163,511,40,1177,531
2018,July,7,41,Saratoga,1,1085,478,0,0,0,2,123,78
2018,July,7,42,Schenectady,50,1048,468,37,987,431,20,1058,543
2018,July,7,43,Schoharie,2,782,332,0,0,0,1,875,785
2018,July,7,44,Schuyler,7,994,434,1,1594,722,2,273,176
2018,July,7,45,Seneca,4,819,350,1,1306,584,4,497,407
2018,July,7,46,Steuben,15,597,248,5,1271,567,13,475,257
2018,July,7,40,St. Lawrence,26,761,324,19,805,349,27,664,288
2018,July,7,47,Suffolk,248,1177,542,214,1337,621,166,1282,798
2018,July,7,48,Sullivan,17,739,312,7,1072,473,6,524,346
2018,July,7,49,Tioga,1,53,0,1,347,123,1,137,22
2018,July,7,50,Tompkins,11,849,345,7,796,341,8,636,424
2018,July,7,51,Ulster,34,922,408,21,883,383,28,705,360
2018,July,7,52,Warren,7,818,349,0,0,0,2,367,222
2018,July,7,53,Washington,8,931,404,3,1391,625,2,627,582
2018,July,7,54,Wayne,19,842,368,2,520,206,4,128,59
2018,July,7,55,Westchester,289,1064,479,171,1152,504,49,1037,611
2018,July,7,56,Wyoming,5,772,329,1,1222,544,3,586,284
2018,July,7,57,Yates,0,0,0,0,0,0,1,331,241
2018,June,6,1,Albany,72,980,433,32,1041,457,52,1417,703
2018,June,6,2,Allegany,9,1054,463,5,496,204,4,1403,865
2018,June,6,3,Broome,58,882,380,41,1120,495,35,797,381
2018,June,6,4,Cattaraugus,23,821,423,4,480,188,9,866,372
2018,June,6,5,Cayuga,15,871,378,9,735,312,4,489,201
2018,June,6,6,Chautauqua,56,759,336,33,823,370,28,723,393
2018,June,6,7,Chemung,8,759,322,2,918,531,6,392,177
2018,June,6,8,Chenango,3,1066,480,2,219,121,3,216,77
2018,June,6,9,Clinton,5,748,319,3,328,122,5,548,458
2018,June,6,10,Columbia,5,754,325,9,981,449,6,894,597
2018,June,6,11,Cortland,12,841,361,3,815,348,10,484,251
2018,June,6,12,Delaware,6,736,310,0,0,0,4,188,60
2018,June,6,13,Dutchess,21,1133,539,8,1025,449,11,859,478
2018,June,6,14,Erie,417,941,404,394,1062,464,358,1347,613
2018,June,6,15,Essex,2,962,418,0,0,0,1,93,3
2018,June,6,16,Franklin,11,699,295,4,861,372,6,312,151
2018,June,6,17,Fulton,2,894,386,0,0,0,4,115,57
2018,June,6,18,Genesee,9,944,410,6,808,345,3,411,321
2018,June,6,19,Greene,9,727,306,7,879,379,6,961,842
2018,June,6,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,June,6,21,Herkimer,2,314,108,2,904,390,1,30,0
2018,June,6,22,Jefferson,27,848,364,11,982,428,21,675,312
2018,June,6,23,Lewis,0,0,0,0,0,0,0,0,0
2018,June,6,24,Livingston,21,948,412,2,947,416,11,524,243
2018,June,6,25,Madison,3,848,364,2,778,330,3,472,411
2018,June,6,26,Monroe,348,888,383,451,1022,448,178,765,351
2018,June,6,27,Montgomery,28,826,354,19,867,383,7,428,261
2018,June,6,28,Nassau,224,1083,495,173,1181,542,112,1218,761
2018,June,6,66,New York City,8282,1245,620,7245,1193,548,8392,1631,1128
2018,June,6,29,Niagara,67,828,355,57,845,363,17,957,498
2018,June,6,30,Oneida,100,939,404,146,1120,491,94,1242,553
2018,June,6,31,Onondaga,252,914,394,163,1009,441,160,1229,554
2018,June,6,32,Ontario,23,826,353,6,688,287,12,817,562
2018,June,6,33,Orange,97,1078,480,74,1198,547,22,1062,508
2018,June,6,34,Orleans,9,1029,451,7,1104,487,5,1236,594
2018,June,6,35,Oswego,46,778,331,20,696,291,26,723,370
2018,June,6,36,Otsego,1,284,93,2,1073,472,10,804,609
2018,June,6,37,Putnam,1,1300,581,0,0,0,1,673,583
2018,June,6,38,Rensselaer,87,850,374,69,944,413,32,1213,564
2018,June,6,39,Rockland,80,981,424,16,1238,550,39,1138,513
2018,June,6,41,Saratoga,1,1085,478,1,1184,1094,1,97,7
2018,June,6,42,Schenectady,44,1072,484,38,947,415,24,908,444
2018,June,6,43,Schoharie,1,820,350,0,0,0,1,605,515
2018,June,6,44,Schuyler,6,1079,475,2,1353,606,2,374,284
2018,June,6,45,Seneca,4,831,356,1,1306,584,3,582,492
2018,June,6,46,Steuben,16,572,236,5,1139,503,11,478,261
2018,June,6,40,St. Lawrence,28,697,293,20,840,365,28,552,256
2018,June,6,47,Suffolk,243,1121,509,240,1320,613,162,1238,757
2018,June,6,48,Sullivan,22,820,357,9,950,416,9,560,412
2018,June,6,49,Tioga,2,385,150,2,489,191,1,137,22
2018,June,6,50,Tompkins,11,907,374,8,838,361,11,621,389
2018,June,6,51,Ulster,38,892,393,24,912,414,24,616,314
2018,June,6,52,Warren,5,993,433,0,0,0,1,300,101
2018,June,6,53,Washington,8,451,173,3,1171,519,1,1668,758
2018,June,6,54,Wayne,14,766,334,1,780,331,3,146,78
2018,June,6,55,Westchester,292,1077,486,187,1126,489,62,1001,606
2018,June,6,56,Wyoming,3,931,404,2,1326,593,5,442,200
2018,June,6,57,Yates,0,0,0,0,0,0,1,1132,1042
2018,May,5,1,Albany,77,977,430,45,1049,464,54,1358,704
2018,May,5,2,Allegany,12,945,411,4,540,217,5,765,331
2018,May,5,3,Broome,57,865,373,46,1000,439,36,821,398
2018,May,5,4,Cattaraugus,23,885,454,5,609,370,12,745,375
2018,May,5,5,Cayuga,19,977,427,6,654,278,4,146,74
2018,May,5,6,Chautauqua,54,703,309,40,745,315,32,904,503
2018,May,5,7,Chemung,6,964,421,1,1233,549,7,480,302
2018,May,5,8,Chenango,4,627,267,2,183,104,5,233,104
2018,May,5,9,Clinton,5,641,265,5,564,235,3,358,268
2018,May,5,10,Columbia,5,641,264,7,907,420,5,685,362
2018,May,5,11,Cortland,15,860,370,3,671,279,12,470,243
2018,May,5,12,Delaware,4,915,396,0,0,0,4,179,52
2018,May,5,13,Dutchess,22,1108,558,8,1120,583,10,584,307
2018,May,5,14,Erie,412,948,406,383,1055,461,360,1353,618
2018,May,5,15,Essex,2,1347,603,0,0,0,3,153,86
2018,May,5,16,Franklin,10,689,293,3,859,371,4,508,213
2018,May,5,17,Fulton,2,728,307,0,0,0,0,0,0
2018,May,5,18,Genesee,6,873,376,6,819,350,3,769,546
2018,May,5,19,Greene,8,906,449,7,879,379,11,817,711
2018,May,5,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,May,5,21,Herkimer,2,314,108,3,636,289,2,135,90
2018,May,5,22,Jefferson,29,866,372,7,910,393,20,682,324
2018,May,5,23,Lewis,0,0,0,0,0,0,0,0,0
2018,May,5,24,Livingston,21,867,375,5,1053,464,11,679,315
2018,May,5,25,Madison,3,1005,442,2,1071,471,3,720,367
2018,May,5,26,Monroe,372,874,376,474,1010,441,195,755,354
2018,May,5,27,Montgomery,30,716,301,19,842,401,5,682,362
2018,May,5,28,Nassau,229,1063,482,184,1157,532,110,1216,709
2018,May,5,66,New York City,8011,1226,606,7175,1180,542,8031,1601,1089
2018,May,5,29,Niagara,60,760,322,56,880,380,23,995,513
2018,May,5,30,Oneida,112,934,403,156,1099,481,98,1198,536
2018,May,5,31,Onondaga,257,915,395,168,1017,445,159,1213,552
2018,May,5,32,Ontario,24,865,374,7,818,351,14,632,424
2018,May,5,33,Orange,104,1068,479,76,1201,566,29,1080,533
2018,May,5,34,Orleans,14,930,405,5,1034,453,6,1265,582
2018,May,5,35,Oswego,46,698,294,16,755,319,27,624,330
2018,May,5,36,Otsego,2,808,346,1,515,204,7,654,358
2018,May,5,37,Putnam,1,1300,581,0,0,0,1,1127,1037
2018,May,5,38,Rensselaer,89,846,364,68,910,397,23,1100,525
2018,May,5,39,Rockland,88,969,420,17,1180,522,40,1157,566
2018,May,5,41,Saratoga,2,812,349,1,1184,1094,3,460,381
2018,May,5,42,Schenectady,50,1009,452,35,937,419,21,1022,467
2018,May,5,43,Schoharie,1,820,350,0,0,0,0,0,0
2018,May,5,44,Schuyler,5,1003,440,1,1594,722,2,374,284
2018,May,5,45,Seneca,4,882,380,1,1306,584,3,582,492
2018,May,5,46,Steuben,19,651,273,5,1035,456,12,468,261
2018,May,5,40,St. Lawrence,28,727,308,19,859,374,34,530,256
2018,May,5,47,Suffolk,245,1101,501,229,1289,592,153,1281,814
2018,May,5,48,Sullivan,26,811,352,8,1023,451,5,538,343
2018,May,5,49,Tioga,5,727,306,1,347,123,1,137,22
2018,May,5,50,Tompkins,10,870,354,6,774,330,15,576,344
2018,May,5,51,Ulster,40,964,437,24,795,358,24,636,349
2018,May,5,52,Warren,4,1275,569,1,255,81,0,0,0
2018,May,5,53,Washington,5,747,316,2,631,287,1,100,5
2018,May,5,54,Wayne,14,733,318,2,661,274,3,191,131
2018,May,5,55,Westchester,304,1059,480,185,1094,469,64,1017,660
2018,May,5,56,Wyoming,3,588,239,1,763,330,4,912,419
2018,May,5,57,Yates,0,0,0,0,0,0,0,0,0
2018,April,4,1,Albany,81,965,441,46,1060,470,54,1269,647
2018,April,4,2,Allegany,13,733,323,5,669,280,6,935,400
2018,April,4,3,Broome,61,802,345,51,1042,463,40,800,385
2018,April,4,4,Cattaraugus,23,752,329,3,864,376,15,623,323
2018,April,4,5,Cayuga,15,989,436,7,722,310,2,53,0
2018,April,4,6,Chautauqua,54,696,295,37,760,323,32,847,425
2018,April,4,7,Chemung,7,883,386,3,911,457,5,257,125
2018,April,4,8,Chenango,5,626,290,2,183,104,5,208,93
2018,April,4,9,Clinton,5,921,407,3,508,207,3,272,182
2018,April,4,10,Columbia,5,807,349,7,952,444,6,1383,1052
2018,April,4,11,Cortland,22,791,338,2,797,339,12,435,212
2018,April,4,12,Delaware,4,915,396,0,0,0,5,237,117
2018,April,4,13,Dutchess,23,977,457,7,1076,576,8,418,189
2018,April,4,14,Erie,404,933,400,384,1056,466,370,1363,621
2018,April,4,15,Essex,1,1404,631,0,0,0,2,55,0
2018,April,4,16,Franklin,10,644,272,4,847,370,3,282,103
2018,April,4,17,Fulton,0,0,0,1,1510,696,0,0,0
2018,April,4,18,Genesee,7,1080,479,6,783,333,3,736,373
2018,April,4,19,Greene,6,596,244,9,996,480,7,797,623
2018,April,4,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,April,4,21,Herkimer,2,314,108,3,993,436,3,144,84
2018,April,4,22,Jefferson,30,805,345,9,984,431,21,628,300
2018,April,4,23,Lewis,0,0,0,0,0,0,1,901,811
2018,April,4,24,Livingston,20,880,383,5,1053,464,13,824,384
2018,April,4,25,Madison,4,890,388,3,1260,565,2,338,248
2018,April,4,26,Monroe,387,887,384,468,1018,446,187,740,359
2018,April,4,27,Montgomery,30,744,316,22,897,424,7,616,284
2018,April,4,28,Nassau,247,1095,503,195,1199,561,123,1128,661
2018,April,4,66,New York City,8076,1210,604,7255,1169,544,7956,1561,1047
2018,April,4,29,Niagara,68,761,325,53,906,394,24,811,408
2018,April,4,30,Oneida,114,881,380,153,1115,492,87,1253,559
2018,April,4,31,Onondaga,242,883,380,163,977,428,157,1190,545
2018,April,4,32,Ontario,21,824,355,4,662,277,11,642,405
2018,April,4,33,Orange,111,1070,485,74,1113,498,23,1084,537
2018,April,4,34,Orleans,12,1033,452,3,1077,474,6,1103,511
2018,April,4,35,Oswego,48,653,272,17,845,366,23,569,301
2018,April,4,36,Otsego,5,623,261,1,515,204,6,1020,641
2018,April,4,37,Putnam,1,1300,581,0,0,0,2,1352,1262
2018,April,4,38,Rensselaer,90,856,371,62,897,393,26,1019,459
2018,April,4,39,Rockland,87,947,410,19,1191,531,40,1182,597
2018,April,4,41,Saratoga,3,883,383,0,0,0,3,495,422
2018,April,4,42,Schenectady,47,980,429,38,880,385,18,1123,503
2018,April,4,43,Schoharie,1,820,350,0,0,0,0,0,0
2018,April,4,44,Schuyler,5,1003,440,1,1494,674,4,659,391
2018,April,4,45,Seneca,4,972,426,2,1086,483,4,587,497
2018,April,4,46,Steuben,19,629,264,5,775,334,16,473,254
2018,April,4,40,St. Lawrence,26,726,308,24,867,380,33,550,267
2018,April,4,47,Suffolk,259,1117,515,228,1234,569,159,1227,753
2018,April,4,48,Sullivan,23,822,358,9,1043,466,8,842,510
2018,April,4,49,Tioga,4,789,338,0,0,0,1,137,22
2018,April,4,50,Tompkins,15,826,342,6,848,367,14,565,361
2018,April,4,51,Ulster,35,923,411,22,813,369,23,713,384
2018,April,4,52,Warren,6,1362,616,1,819,350,0,0,0
2018,April,4,53,Washington,7,345,127,3,721,328,3,507,306
2018,April,4,54,Wayne,11,726,318,2,661,274,3,191,131
2018,April,4,55,Westchester,321,1055,478,194,1105,480,67,985,605
2018,April,4,56,Wyoming,3,400,149,0,0,0,2,223,133
2018,April,4,57,Yates,0,0,0,0,0,0,0,0,0
2018,March,3,1,Albany,82,976,440,50,1114,502,54,1269,634
2018,March,3,2,Allegany,13,742,332,5,629,264,6,822,358
2018,March,3,3,Broome,64,799,347,46,948,421,36,757,360
2018,March,3,4,Cattaraugus,25,756,372,6,733,315,10,675,348
2018,March,3,5,Cayuga,14,900,397,5,386,149,4,411,155
2018,March,3,6,Chautauqua,57,706,303,42,805,373,37,813,423
2018,March,3,7,Chemung,5,709,305,2,1142,515,6,753,459
2018,March,3,8,Chenango,2,694,296,2,133,38,7,314,209
2018,March,3,9,Clinton,8,750,345,3,862,378,6,419,318
2018,March,3,10,Columbia,5,1266,586,7,828,389,10,1458,1056
2018,March,3,11,Cortland,25,796,346,4,915,432,11,553,244
2018,March,3,12,Delaware,5,1010,451,0,0,0,5,163,43
2018,March,3,13,Dutchess,13,1023,493,8,1035,550,13,556,355
2018,March,3,14,Erie,428,936,408,398,1043,466,375,1338,618
2018,March,3,15,Essex,1,190,49,0,0,0,2,55,0
2018,March,3,16,Franklin,9,544,229,5,1036,455,3,590,304
2018,March,3,17,Fulton,2,986,439,1,1290,588,0,0,0
2018,March,3,18,Genesee,6,977,435,5,823,359,2,585,243
2018,March,3,19,Greene,7,728,312,8,1009,450,8,676,512
2018,March,3,20,Hamilton,0,0,0,0,0,0,0,0,0
2018,March,3,21,Herkimer,3,117,16,3,948,421,4,162,90
2018,March,3,22,Jefferson,30,805,350,9,1041,466,21,518,241
2018,March,3,23,Lewis,0,0,0,0,0,0,0,0,0
2018,March,3,24,Livingston,20,945,419,8,944,420,12,783,385
2018,March,3,25,Madison,4,969,431,4,1169,529,1,260,170
2018,March,3,26,Monroe,380,888,390,469,1028,458,190,781,385
2018,March,3,27,Montgomery,34,687,293,19,866,442,6,673,286
2018,March,3,28,Nassau,252,1052,486,205,1157,545,125,1149,690
2018,March,3,66,New York City,8400,1206,604,7450,1150,533,8022,1554,1038
2018,March,3,29,Niagara,66,765,332,52,825,360,22,725,406
2018,March,3,30,Oneida,126,881,386,150,1068,475,94,1280,572
2018,March,3,31,Onondaga,235,850,372,167,978,441,164,1256,587
2018,March,3,32,Ontario,23,774,361,6,743,320,11,486,308
2018,March,3,33,Orange,114,1038,468,77,1173,535,30,1039,516
2018,March,3,34,Orleans,15,868,381,8,900,397,7,765,360
2018,March,3,35,Oswego,49,708,304,19,780,338,29,611,302
2018,March,3,36,Otsego,4,408,160,1,515,208,6,698,588
2018,March,3,37,Putnam,2,997,444,0,0,0,1,589,499
2018,March,3,38,Rensselaer,76,770,327,70,924,409,31,944,438
2018,March,3,39,Rockland,87,934,412,19,1224,556,44,1093,534
2018,March,3,41,Saratoga,1,1407,645,0,0,0,6,626,433
2018,March,3,42,Schenectady,53,909,402,49,937,417,20,1093,492
2018,March,3,43,Schoharie,3,773,335,0,0,0,1,415,325
2018,March,3,44,Schuyler,6,941,417,1,1214,551,4,737,531
2018,March,3,45,Seneca,2,868,381,3,1190,539,4,587,451
2018,March,3,46,Steuben,14,602,253,5,944,418,16,431,207
2018,March,3,40,St. Lawrence,29,642,271,28,872,386,31,566,268
2018,March,3,47,Suffolk,261,1133,532,231,1208,563,161,1237,757
2018,March,3,48,Sullivan,23,750,324,10,980,436,8,943,587
2018,March,3,49,Tioga,2,851,373,0,0,0,2,313,116
2018,March,3,50,Tompkins,14,768,320,5,863,379,10,432,201
2018,March,3,51,Ulster,38,942,435,28,897,410,27,785,402
2018,March,3,52,Warren,6,1091,491,1,739,318,0,0,0
2018,March,3,53,Washington,8,453,181,1,1460,671,3,790,359
2018,March,3,54,Wayne,9,810,367,1,780,338,2,179,118
2018,March,3,55,Westchester,316,1027,465,188,1081,466,54,911,535
2018,March,3,56,Wyoming,3,398,151,0,0,0,2,223,122
2018,March,3,57,Yates,0,0,0,0,0,0,0,0,0
2018,February,2,1,Albany,81,923,413,53,1153,522,59,1296,612
2018,February,2,2,Allegany,12,810,365,5,884,390,6,798,347
2018,February,2,3,Broome,69,784,340,50,990,441,35,771,359
2018,February,2,4,Cattaraugus,24,839,415,7,706,302,10,772,447
2018,February,2,5,Cayuga,15,694,296,5,287,101,3,488,243
2018,February,2,6,Chautauqua,58,725,312,38,858,402,35,756,375
2018,February,2,7,Chemung,5,768,334,2,1142,515,4,607,308
2018,February,2,8,Chenango,4,612,256,2,133,38,4,366,277
2018,February,2,9,Clinton,11,991,502,3,990,445,3,569,479
2018,February,2,10,Columbia,7,1143,523,7,799,374,11,1367,926
2018,February,2,11,Cortland,26,807,351,3,1074,467,17,534,249
2018,February,2,12,Delaware,6,1105,497,0,0,0,5,230,75
2018,February,2,13,Dutchess,16,1029,495,7,964,428,14,670,445
2018,February,2,14,Erie,435,892,388,386,1037,464,392,1317,605
2018,February,2,15,Essex,3,561,231,0,0,0,2,55,0
2018,February,2,16,Franklin,8,541,227,5,962,420,2,666,282
2018,February,2,17,Fulton,3,1237,562,0,0,0,2,336,246
